"userid","otheraffiliations","primary"
"35","Cancer Research Training in Molecular Biology ","0"
"35","Chemical and Structural Biology Program","0"
"35","Medical Scientist Training Program","0"
"35","Chemistry","0"
"35","Medical Scientist Training Program","0"
"35","Training in Cell and Molecular Biology","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Medical Scientist Training Program","0"
"35","Training in Molecular Biophysics","0"
"35","Training in the Pharmacological Sciences","0"
"35","Pharmacology","0"
"35","Training in the Pharmacological Sciences","0"
"35","Cancer Research Training in Molecular Biology ","0"
"35","Chemistry","0"
"35","Training in the Pharmacological Sciences","0"
"35","Training in Cell and Molecular Biology","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Medical Scientist Training Program","0"
"35","Pharmacology","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Cancer Research Training in Molecular Biology ","0"
"35","Chemistry","0"
"35","Chemistry","0"
"35","Training in the Pharmacological Sciences","0"
"35","Chemistry","0"
"35","Medical Scientist Training Program","0"
"35","Pharmacology","0"
"35","Pharmacology","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Pharmacology","0"
"35","Training in the Pharmacological Sciences","0"
"35","Chemistry","0"
"35","Short-Term Training to Increase Diversity in Health-Related Research","0"
"35","Pharmacology","0"
"35","Chemistry","0"
"35","Pharmacology","0"
"35","Arts & Sciences",""
"35","Chemical and Structural Biology Program","0"
"35","Training in Molecular Biophysics","0"
"35","Training in Cell and Molecular Biology","0"
"35","Cancer Research Training in Molecular Biology ","0"
"35","Medical Scientist Training Program","0"
"35","Arts & Sciences",""
"36","Cancer Center","0"
"36","Chemical and Structural Biology Program","0"
"36","Molecular Physiology and Biological Physics","0"
"36","Training in Molecular Biophysics","0"
"36","Cancer Center","0"
"36","Arts & Sciences",""
"36","Training in Cell and Molecular Biology","0"
"36","Chemical and Structural Biology Program","0"
"36","Medical Scientist Training Program","0"
"36","Training in Molecular Biophysics","0"
"36","Molecular Physiology and Biological Physics","0"
"36","Training in Cell and Molecular Biology","0"
"36","Cancer Center","0"
"36","Medical Scientist Training Program","0"
"36","Molecular Physiology and Biological Physics","0"
"36","Cancer Center","0"
"36","Arts & Sciences",""
"36","Chemical and Structural Biology Program","0"
"36","Training in Molecular Biophysics","0"
"36","Training in Cell and Molecular Biology","0"
"36","Medical Scientist Training Program","0"
"36","Molecular Physiology and Biological Physics","0"
"36","Cancer Center","0"
"36","Arts & Sciences",""
"36","Chemical and Structural Biology Program","0"
"36","Arts & Sciences",""
"36","Training in Molecular Biophysics","0"
"36","Chemical and Structural Biology Program","0"
"36","Training in Cell and Molecular Biology","0"
"36","Training in Molecular Biophysics","0"
"36","Medical Scientist Training Program","0"
"36","Training in Cell and Molecular Biology","0"
"36","Molecular Physiology and Biological Physics","0"
"36","Arts & Sciences",""
"36","Medical Scientist Training Program","0"
"39","Biodefense Research Training and Career Development","0"
"39","Cancer Cell Signaling Program","0"
"39","Research Training in Digestive Diseases","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Infectious Diseases Training Program","0"
"39","Training in Cell and Molecular Biology","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Biodefense Research Training and Career Development","0"
"39","Research Training in Digestive Diseases","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Infectious Diseases Training Program","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Cancer Cell Signaling Program","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Research Training in Digestive Diseases","0"
"39","Training in Cell and Molecular Biology","0"
"39","Biodefense Research Training and Career Development","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Infectious Diseases Training Program","0"
"39","Cancer Cell Signaling Program","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Research Training in Digestive Diseases","0"
"39","Training in Cell and Molecular Biology","0"
"39","Biodefense Research Training and Career Development","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Infectious Diseases Training Program","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Research Training in Digestive Diseases","0"
"39","Biodefense Research Training and Career Development","0"
"39","Cancer Cell Signaling Program","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Infectious Diseases Training Program","0"
"39","Training in Cell and Molecular Biology","0"
"39","Research Training in Digestive Diseases","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Biodefense Research Training and Career Development","0"
"39","Infectious Diseases Training Program","0"
"39","Research Training in Digestive Diseases","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Cancer Cell Signaling Program","0"
"39","Cancer Cell Signaling Program","0"
"39","Training in Cell and Molecular Biology","0"
"39","Training in Cell and Molecular Biology","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Cancer Cell Signaling Program","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Training in Cell and Molecular Biology","0"
"39","Cancer Cell Signaling Program","0"
"39","Biodefense Research Training and Career Development","0"
"39","Biodefense Research Training and Career Development","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Training in Cell and Molecular Biology","0"
"39","Infectious Diseases Training Program","0"
"39","Infectious Diseases Training Program","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Cancer Cell Signaling Program","0"
"39","Cancer Research Training in Molecular Biology ","0"
"39","Research Training in Digestive Diseases","0"
"39","Research Training in Digestive Diseases","0"
"39","Biodefense Research Training and Career Development","0"
"39","Training in Cell and Molecular Biology","0"
"39","Biodefense & Infectious Diseases Short Term Training for Minority Students","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Microbiology&#44; Immunology&#44; and Cancer Biology","0"
"39","Infectious Diseases Training Program","0"
"39","Cancer Research Training in Molecular Biology ","0"
"40","Cancer Cell Signaling Program","0"
"40","Training in Molecular Biophysics","0"
"40","Research Training in Diabetes and Hormone Action","0"
"40","Training in Cell and Molecular Biology","0"
"40","Medical Scientist Training Program","0"
"40","Research Training in Neuroendocrinology","0"
"40","Molecular Physiology and Biological Physics","0"
"40","Cancer Cell Signaling Program","0"
"40","Training in Molecular Biophysics","0"
"40","Research Training in Diabetes and Hormone Action","0"
"40","Training in Cell and Molecular Biology","0"
"40","Medical Scientist Training Program","0"
"40","Research Training in Neuroendocrinology","0"
"40","Molecular Physiology and Biological Physics","0"
"40","Cancer Cell Signaling Program","0"
"40","Training in Molecular Biophysics","0"
"40","Research Training in Diabetes and Hormone Action","0"
"40","Training in Cell and Molecular Biology","0"
"40","Medical Scientist Training Program","0"
"40","Research Training in Neuroendocrinology","0"
"40","Molecular Physiology and Biological Physics","0"
"43","Arts & Sciences",""
"43","Chemical and Structural Biology Program","0"
"45","Training in the Pharmacological Sciences","0"
"45","Infectious Diseases Training Program","0"
"45","Pharmacology","0"
"45","Arts & Sciences",""
"45","Chemical and Structural Biology Program","0"
"45","Arts & Sciences",""
"45","Training in Molecular Biophysics","0"
"45","Chemical and Structural Biology Program","0"
"45","Biotechnology Training Program","0"
"45","Training in Molecular Biophysics","0"
"45","Training in Cell and Molecular Biology","0"
"45","Biotechnology Training Program","0"
"45","Molecular Physiology and Biological Physics","0"
"45","Training in Cell and Molecular Biology","0"
"45","Arts & Sciences",""
"45","Training in the Pharmacological Sciences","0"
"45","Molecular Physiology and Biological Physics","0"
"45","Chemical and Structural Biology Program","0"
"45","Infectious Diseases Training Program","0"
"45","Training in the Pharmacological Sciences","0"
"45","Training in Molecular Biophysics","0"
"45","Pharmacology","0"
"45","Infectious Diseases Training Program","0"
"45","Biotechnology Training Program","0"
"45","Pharmacology","0"
"45","Training in Cell and Molecular Biology","0"
"45","Molecular Physiology and Biological Physics","0"
"45","Training in the Pharmacological Sciences","0"
"45","Arts & Sciences",""
"45","Infectious Diseases Training Program","0"
"45","Chemical and Structural Biology Program","0"
"45","Arts & Sciences",""
"45","Pharmacology","0"
"45","Training in Molecular Biophysics","0"
"45","Chemical and Structural Biology Program","0"
"45","Biotechnology Training Program","0"
"45","Training in Molecular Biophysics","0"
"45","Training in Cell and Molecular Biology","0"
"45","Biotechnology Training Program","0"
"45","Molecular Physiology and Biological Physics","0"
"45","Training in Cell and Molecular Biology","0"
"45","Training in the Pharmacological Sciences","0"
"45","Molecular Physiology and Biological Physics","0"
"45","Infectious Diseases Training Program","0"
"45","Training in the Pharmacological Sciences","0"
"45","Pharmacology","0"
"45","Infectious Diseases Training Program","0"
"45","Arts & Sciences",""
"45","Pharmacology","0"
"45","Chemical and Structural Biology Program","0"
"45","Training in Molecular Biophysics","0"
"45","Biotechnology Training Program","0"
"45","Training in Cell and Molecular Biology","0"
"45","Molecular Physiology and Biological Physics","0"
"47","Biochemistry and Molecular Genetics","0"
"47","School of Medicine","0"
"49","Cancer Cell Signaling Program","0"
"49","Predoctoral Training in Neuroscience","0"
"49","Training in Cell and Molecular Biology","0"
"49","Training in the Pharmacological Sciences","0"
"49","Cancer Cell Signaling Program","0"
"49","Medical Scientist Training Program","0"
"49","Neurobiology and Development Training Program","0"
"49","Predoctoral Training in Neuroscience","0"
